id,track_name,artist_name,album_name,album_cover,release_date,preview_link,spotify_link,playlist_mood,name,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,timeSignature
1gWYsSqPShi9oTU04dAofI,Evening Song,Alexander Sterling,Evening Song,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e5e21f54cc934a257afedf88', 'width': 640}",2021-04-01,https://p.scdn.co/mp3-preview/6d49950d290dd9e51d4df662c07ba0cf2fc168e0?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/1gWYsSqPShi9oTU04dAofI,Calm,Evening Song,0 days 00:03:18.221000,0.979,0.0657,0.00229,0.948,0.114,-32.86,0.0474,67.585,0.0575,3.0
6pv7Z1c7FQcLSxUIGgQrg3,Yana,LOVIS,Yana,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739c79d54696376f2c58747a7a', 'width': 640}",2021-01-01,https://p.scdn.co/mp3-preview/9847444f031e0ef58e660f3aa70a9065310ffb88?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/6pv7Z1c7FQcLSxUIGgQrg3,Calm,Yana,0 days 00:03:14.500000,0.975,0.0781,0.00679,0.926,0.114,-36.195,0.0474,81.967,0.0848,3.0
5J98e7zSY03xUczf2BbK6q,Manglar,Luna Bauer,Manglar,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27372a2c6f8bcfb01e7eed15555', 'width': 640}",2021-03-12,https://p.scdn.co/mp3-preview/cbb18ed28e39b33404b76602397cbdf6c2331ee4?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5J98e7zSY03xUczf2BbK6q,Calm,Manglar,0 days 00:02:21.746000,0.995,0.447,0.0498,0.943,0.105,-25.321,0.0374,78.91,0.174,4.0
3SZLtkoHoECHHuOnNkNCuS,All of the Stars,Ed Sheeran,The Fault In Our Stars: Music From The Motion Picture,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f17ddc825889b0dd22798b9b', 'width': 640}",2014-05-19,https://p.scdn.co/mp3-preview/c4d602c1a98b7d73c7ac8ede1275af9a61ae674a?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3SZLtkoHoECHHuOnNkNCuS,Calm,All of the Stars,0 days 00:03:54.987000,0.0102,0.436,0.562,0.000278,0.198,-6.106,0.0278,150.066,0.24,4.0
1ri9OTTCvGn1yMlDiqAdFS,Sleeping at last,Stephanie Middleton,Sleeping at last,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737bc4ed899d78fe17ed18db93', 'width': 640}",2022-02-04,https://p.scdn.co/mp3-preview/6e75e5fd93e187861c0b5cb1c7d3fe43aef117a5?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/1ri9OTTCvGn1yMlDiqAdFS,Calm,Sleeping at last,0 days 00:02:14.750000,0.986,0.329,0.0592,0.929,0.0932,-30.669,0.0423,110.747,0.276,3.0
1f9RHATlSLTKsEgGjC6lQh,Little While,Tim Linghaus,Little While,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d4ee589ef9d7c442db1b0852', 'width': 640}",2022-03-04,,https://open.spotify.com/track/1f9RHATlSLTKsEgGjC6lQh,Calm,Little While,0 days 00:02:35.685000,0.995,0.268,0.0207,0.94,0.113,-27.861,0.0337,164.544,0.25,3.0
2CSrG5fnBpcdfPXg7sJUBi,The Book of You & I,Alec Benjamin,These Two Windows,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ee0232b590932e81529781e1', 'width': 640}",2020-05-29,https://p.scdn.co/mp3-preview/8eba77cfb49418422dc12f632544b7365f42b800?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2CSrG5fnBpcdfPXg7sJUBi,Calm,The Book of You & I,0 days 00:03:27.538000,0.909,0.507,0.387,0.0,0.113,-6.237,0.0324,102.987,0.485,4.0
7yKhLZM7KvuutJEDBAkSbB,erinna,Klaus Weissmuller,erinna,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739acce92f42138d7ecf7a8441', 'width': 640}",2021-07-30,https://p.scdn.co/mp3-preview/d119a88b84d9725ee5ee516eb00f99e37e288681?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7yKhLZM7KvuutJEDBAkSbB,Calm,erinna,0 days 00:02:08.875000,0.987,0.291,0.033,0.9,0.105,-30.763,0.0528,161.443,0.263,4.0
3sAJq6EDW2iNSJnHwLzSqV,Notte,Scintillante,Notte,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273dc4003f8b955f7f4e648c07e', 'width': 640}",2019-05-10,https://p.scdn.co/mp3-preview/01febb5cc936f1d5f25041e93b834742418fdbc1?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3sAJq6EDW2iNSJnHwLzSqV,Calm,Notte,0 days 00:03:19.750000,0.992,0.224,0.00828,0.875,0.0996,-31.722,0.0366,78.001,0.069,4.0
77yuzxCS3csrgTPSW0pvyk,O,Coldplay,Ghost Stories,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0', 'width': 640}",2014-05-19,https://p.scdn.co/mp3-preview/e20bc7d4995b6ed1d2a6b037deaf1cfc4237986f?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/77yuzxCS3csrgTPSW0pvyk,Calm,O,0 days 00:05:23.480000,0.911,0.371,0.216,0.826,0.0934,-14.727,0.0358,136.998,0.0645,4.0
5ug4vqGZ3eisGhY1IsziNX,Best Part of Me (feat. YEBBA),"['Ed Sheeran', 'Yebba']",Best Part of Me (feat. YEBBA),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b10514798bce97e3dff3607e', 'width': 640}",2019-07-05,https://p.scdn.co/mp3-preview/7bea732a2b7e7440c10cb6c7e60a1d31cc2ef63d?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5ug4vqGZ3eisGhY1IsziNX,Calm,Best Part of Me (feat. YEBBA),0 days 00:04:03.267000,0.762,0.565,0.242,9.3e-06,0.285,-8.367,0.0318,81.657,0.237,4.0
4uNQlDhz4fIKvjvdSESKou,For Kate,Ed Chinaski,For Kate,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27316161188bd68a350b624b156', 'width': 640}",2022-01-14,https://p.scdn.co/mp3-preview/4db4a2ead7701c979aef43f15d2af01cb03107ad?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/4uNQlDhz4fIKvjvdSESKou,Calm,For Kate,0 days 00:02:17.520000,0.994,0.315,0.0546,0.902,0.11,-28.225,0.0596,163.274,0.128,3.0
63c4hUw16NhQGrTyaoyj0M,"Ut Ameris, Amabilis Esto",Alma Grøtte,"Ut Ameris, Amabilis Esto","{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732833eb8ca3dea8f3e1224a96', 'width': 640}",2021-02-26,https://p.scdn.co/mp3-preview/868b478cbd2ba4430c649bb6df6a5a2fdff8fdb9?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/63c4hUw16NhQGrTyaoyj0M,Calm,"Ut Ameris, Amabilis Esto",0 days 00:03:04.250000,0.984,0.137,0.00726,0.855,0.115,-34.757,0.0476,59.998,0.0392,3.0
7lpaVjDPjT72Afi7LqXBIx,Heinamaa,Eyla Calmes,Heinamaa,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739dc7ef70ca1ffee1aa2ce217', 'width': 640}",2020-08-07,https://p.scdn.co/mp3-preview/399f6877ebfed9ad7a51673ea896a567352012af?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7lpaVjDPjT72Afi7LqXBIx,Calm,Heinamaa,0 days 00:02:32.201000,0.979,0.135,0.00213,0.779,0.0969,-37.865,0.0411,70.423,0.0644,5.0
0RFePvTBDtrlnhopyDRS73,Bienveillant,Edie Chastain,Bienveillant,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733b79ac428b19d3d1b11e9452', 'width': 640}",2021-12-16,https://p.scdn.co/mp3-preview/9f43455e0f2104ff33dff7785d50d5592a7767e4?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0RFePvTBDtrlnhopyDRS73,Calm,Bienveillant,0 days 00:01:57.472000,0.995,0.416,0.0267,0.943,0.122,-31.465,0.0434,74.187,0.393,1.0
11JN2F71WjDG5uZZ0i1vMd,Retrouvailles,Gabriel Auer,Retrouvailles,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ab24a48feac942235c1a26da', 'width': 640}",2022-02-11,https://p.scdn.co/mp3-preview/f648ecc2adbca31ddda18b9ea5b221c869dfd04d?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/11JN2F71WjDG5uZZ0i1vMd,Calm,Retrouvailles,0 days 00:02:52.125000,0.994,0.325,0.0418,0.941,0.105,-28.66,0.0357,64.288,0.239,4.0
7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,Childish Gambino,Summer Pack,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273602ca5b83fe44b68074a74b2', 'width': 640}",2018-07-11,https://p.scdn.co/mp3-preview/563398cf3e4623a1aee3d89f4a66d50d3b75169b?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr,Calm,Feels Like Summer,0 days 00:04:57.404000,0.162,0.55,0.596,0.00481,0.0805,-8.214,0.134,165.736,0.253,4.0
3W6Tx6pKOD4O97uTIYwoEZ,Wish Your Way,Eric Sebastian,Wish Your Way,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a4a50baf2cec7d94aa718ff2', 'width': 640}",2022-01-14,https://p.scdn.co/mp3-preview/c726d78034637b703aa46fbf24901be119aa6da3?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3W6Tx6pKOD4O97uTIYwoEZ,Calm,Wish Your Way,0 days 00:02:42.625000,0.966,0.388,0.0651,0.925,0.111,-30.34,0.0387,85.008,0.0397,4.0
6t1T3fMWfv5svT4ZTsBnBY,Verses,Ever So Blue,Verses,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738a2b730c2bcf1cabf8f6a4b6', 'width': 640}",2021-12-03,https://p.scdn.co/mp3-preview/ee4c830ff2e69e0dceec83676af50ec49bf8d883?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/6t1T3fMWfv5svT4ZTsBnBY,Calm,Verses,0 days 00:03:15.997000,0.995,0.462,0.168,0.938,0.0927,-24.302,0.0279,136.538,0.385,4.0
3OoXbnBZiWY3RHhz31zKPj,Places,Elysha Iman,Places,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27372388b8022ce7483a2a27276', 'width': 640}",2022-02-04,https://p.scdn.co/mp3-preview/c3cb67abff8e95bf9946166078b3ee95d8371048?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3OoXbnBZiWY3RHhz31zKPj,Calm,Places,0 days 00:03:25.286000,0.985,0.15,0.00559,0.975,0.112,-31.326,0.0491,136.872,0.0564,4.0
0DoZ4rU4WmaHcySIJHQY5A,Snowfall in a Forest,Jackson Love,Snowfall in a Forest,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732754d55c1439a0cfb4d585d9', 'width': 640}",2021-11-12,,https://open.spotify.com/track/0DoZ4rU4WmaHcySIJHQY5A,Calm,Snowfall in a Forest,0 days 00:02:28.802000,0.995,0.425,0.00957,0.957,0.108,-31.269,0.044,91.129,0.0965,4.0
05csUH7EHgeXK7Yky1nQFe,Un Lent Mouvement,Moleno,Un Lent Mouvement,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732482f76a00152b8fe3283ba8', 'width': 640}",2022-02-04,https://p.scdn.co/mp3-preview/9e9aa528086444a2f7310a4016550db4a8f57c54?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/05csUH7EHgeXK7Yky1nQFe,Calm,Un Lent Mouvement,0 days 00:02:41.625000,0.992,0.424,0.0661,0.932,0.129,-27.191,0.0476,81.338,0.124,3.0
5pQNsm5hmOUVwgRtDGijyi,Sentimental,Porcupine Tree,Fear of a Blank Planet,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27355b72bf2e20270860cce6634', 'width': 640}",2007-01-01,https://p.scdn.co/mp3-preview/2b04126b04de3f8a48788342da052f758c1655e9?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5pQNsm5hmOUVwgRtDGijyi,Calm,Sentimental,0 days 00:05:32.594000,0.579,0.449,0.392,0.838,0.0886,-14.408,0.0348,173.988,0.167,4.0
1jNuMTWsvFvPMwyJcb30FF,Fragile,Leonid Antonov,Fragile,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c22a35407317f3c271a20c10', 'width': 640}",2021-06-18,https://p.scdn.co/mp3-preview/e7f0a933dfe7e8d46773cc20f19df958e23c23d5?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/1jNuMTWsvFvPMwyJcb30FF,Calm,Fragile,0 days 00:02:59.625000,0.958,0.143,0.0114,0.853,0.106,-32.394,0.0427,70.634,0.0685,4.0
1jNuMTWsvFvPMwyJcb30FF,Fragile,Leonid Antonov,Fragile,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c22a35407317f3c271a20c10', 'width': 640}",2021-06-18,https://p.scdn.co/mp3-preview/e7f0a933dfe7e8d46773cc20f19df958e23c23d5?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/1jNuMTWsvFvPMwyJcb30FF,Calm,Fragile,0 days 00:02:59.625000,0.958,0.143,0.0114,0.853,0.106,-32.394,0.0427,70.634,0.0685,4.0
53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,Jason Mraz,Love Is a Four Letter Word (Deluxe Edition),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27346e379c721504777a62bd9b8', 'width': 640}",2012-04-13,https://p.scdn.co/mp3-preview/f44541a53256e4d5c8f2e2b568ba5f632a58b1a2?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/53QF56cjZA9RTuuMZDrSA6,Calm,I Won't Give Up,0 days 00:04:00.166000,0.694,0.483,0.303,0.0,0.115,-10.058,0.0429,133.406,0.139,3.0
2mbV6kqWxZoDN2qrbHqS7k,Mind Dive,Lux Tigon,Waves,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fde31ffb5ab342c4c07ef2f3', 'width': 640}",2020-12-05,https://p.scdn.co/mp3-preview/d7d91285ef6c3fe3b8fffc52218d047f24ed37b4?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2mbV6kqWxZoDN2qrbHqS7k,Calm,Mind Dive,0 days 00:02:41.750000,0.994,0.52,0.00242,0.937,0.121,-38.115,0.0532,62.22,0.267,4.0
6cCJLQydZi0hOugxKQPZUZ,Acércate,Pearl Melendez,Acércate,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ac3a6f98a1b6cdbf59f4e655', 'width': 640}",2020-11-06,https://p.scdn.co/mp3-preview/2ce085681d90e9c0b7bfac61a5ff83e58982cb30?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/6cCJLQydZi0hOugxKQPZUZ,Calm,Acércate,0 days 00:03:13.500000,0.983,0.148,0.00571,0.821,0.104,-35.191,0.04,138.736,0.0521,4.0
6a29Wq1AQWAGVdJGwYDXJs,Overcome,Thad Caoimhe,Overcome,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739cb351cc4f5feb9f6c4392fb', 'width': 640}",2021-11-04,https://p.scdn.co/mp3-preview/30208a8d69be5c391a3eab6ab61d3770675a628e?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/6a29Wq1AQWAGVdJGwYDXJs,Calm,Overcome,0 days 00:02:24.405000,0.985,0.486,0.0161,0.957,0.0975,-32.073,0.0416,122.491,0.278,4.0
674C3yLojdNtQcSH3nt4rY,Pinjra Tod Ke,Sunidhi Chauhan,Simran,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731a660a361e14db70452a82a6', 'width': 640}",2017-08-25,https://p.scdn.co/mp3-preview/f1bbf3ec02b0b44e0a90af66f920cd03d6181f6f?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/674C3yLojdNtQcSH3nt4rY,Calm,Pinjra Tod Ke,0 days 00:04:45.234000,0.74,0.453,0.516,0.0,0.129,-6.158,0.0343,77.99,0.249,4.0
1IkrL2wE6aWYzOmWjZmNO9,Cross A Line,Sean Altar,Cross A Line,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27362476cfc81481d087cdf6420', 'width': 640}",2022-03-10,https://p.scdn.co/mp3-preview/a82b38321fafb1a88494181604e3a6e8fc9fe95e?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/1IkrL2wE6aWYzOmWjZmNO9,Calm,Cross A Line,0 days 00:02:18.857000,0.969,0.18,0.0187,0.916,0.128,-31.807,0.044,71.135,0.0339,3.0
1IkrL2wE6aWYzOmWjZmNO9,Cross A Line,Sean Altar,Cross A Line,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27362476cfc81481d087cdf6420', 'width': 640}",2022-03-10,https://p.scdn.co/mp3-preview/a82b38321fafb1a88494181604e3a6e8fc9fe95e?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/1IkrL2wE6aWYzOmWjZmNO9,Calm,Cross A Line,0 days 00:02:18.857000,0.969,0.18,0.0187,0.916,0.128,-31.807,0.044,71.135,0.0339,3.0
66ZCyyGZ3Hose7ofDcbkkd,Featherlight,Subno,Featherlight,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738ea41d38cfac7d1c88dc5e67', 'width': 640}",2022-01-10,https://p.scdn.co/mp3-preview/13b795c86b64a9cf62a728cccff1c998b4ffa664?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/66ZCyyGZ3Hose7ofDcbkkd,Calm,Featherlight,0 days 00:03:20,0.805,0.0788,0.0368,0.888,0.101,-32.884,0.0438,73.611,0.0364,4.0
3piXN9w4wKQGll4ryYpVl5,Sonder,Eugene Goh,Sonder,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27354eb5caa0cc37c05b9f9943f', 'width': 640}",2022-03-03,,https://open.spotify.com/track/3piXN9w4wKQGll4ryYpVl5,Calm,Sonder,0 days 00:02:55.312000,0.986,0.454,0.0982,0.936,0.114,-23.534,0.0425,129.335,0.0783,3.0
4cAGCkkLv77F0VWFPkQxUG,My Heart,Bella Mie,My Heart,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bbc1c075d5a4f07afa9a2897', 'width': 640}",2022-02-13,https://p.scdn.co/mp3-preview/010e95030f600d5bd0e9bf7eea9ab23b4fc3d43b?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/4cAGCkkLv77F0VWFPkQxUG,Calm,My Heart,0 days 00:02:57.632000,0.888,0.26,0.107,0.943,0.111,-29.449,0.0358,151.842,0.0376,4.0
5L3CbldRc36fjCzTb9ttuj,Reflect,St/llar,Reflect,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739744c74c49452ad6bd85d134', 'width': 640}",2022-05-11,https://p.scdn.co/mp3-preview/463e191de20740799fe1d61ffaa46286326c077c?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5L3CbldRc36fjCzTb9ttuj,Calm,Reflect,0 days 00:03:17.513000,0.814,0.167,0.0418,0.838,0.111,-32.851,0.0427,129.534,0.048,3.0
52gy2KpFkLkAERIhMCYESc,Il Colibrì,Carlo Boscoli,Il Colibrì,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273897e4a03672e3ebce473a54b', 'width': 640}",2021-11-12,https://p.scdn.co/mp3-preview/6d56a72b60500834ee55f9647bf71def32e0f819?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/52gy2KpFkLkAERIhMCYESc,Calm,Il Colibrì,0 days 00:02:30.187000,0.977,0.503,0.0555,0.824,0.106,-24.975,0.0338,128.033,0.167,4.0
7gqehJjwPZxAkMFEsxMAYr,Oh Endless Day,Philip Daniel,Oh Endless Day,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738dea67ae0dfa1e5c33461f2e', 'width': 640}",2020-12-04,https://p.scdn.co/mp3-preview/6d57b5cf0b2955a2b4877c81d09875f59f71a103?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7gqehJjwPZxAkMFEsxMAYr,Calm,Oh Endless Day,0 days 00:04:47.015000,0.994,0.328,0.0154,0.934,0.117,-30.098,0.0436,96.264,0.308,4.0
3m2AfO2MVWB1hgrEwFnwpA,Homecoming,Matthew Paull,Homecoming,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d7cf142dd6a27874a88a1399', 'width': 640}",2021-03-12,https://p.scdn.co/mp3-preview/6795dead0b5d3eea3f986660974a8ee667c1eafc?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3m2AfO2MVWB1hgrEwFnwpA,Calm,Homecoming,0 days 00:02:57.280000,0.993,0.277,0.0168,0.889,0.112,-30.656,0.048,166.904,0.175,4.0
7Ifj1BA2mFHr1FmCxV9p1M,Howthian,Niall Byrne,Howthian,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a44a47591d1bccca5fccdb12', 'width': 640}",2021-11-12,https://p.scdn.co/mp3-preview/b41999ad20c386d2cfbd356168020f67ceec52c0?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7Ifj1BA2mFHr1FmCxV9p1M,Calm,Howthian,0 days 00:02:24.555000,0.994,0.384,0.0178,0.939,0.114,-33.397,0.0314,61.485,0.164,4.0
5NZHO5vtIllEHntPiTwfwd,Se Réveiller,Eugène Arnaud,Se Réveiller,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734349d961bf8836bfc034c70f', 'width': 640}",2021-10-01,https://p.scdn.co/mp3-preview/c9903ee587e0da435108d73fbac19222538045c7?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5NZHO5vtIllEHntPiTwfwd,Calm,Se Réveiller,0 days 00:03:03.500000,0.994,0.29,0.0197,0.903,0.111,-24.45,0.0443,58.217,0.319,3.0
4BTPzhEsyW3blWcxcuhLM0,Mitwa,"['Shankar-Ehsaan-Loy', 'Shankar Mahadevan', 'Caralisa Monteiro', 'Shafqat Amanat Ali']",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273afbf50bfb7b032b69deabade', 'width': 640}",2006-06-08,https://p.scdn.co/mp3-preview/f22d1525e52aad1f70cb1191cf46a60bef890f94?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/4BTPzhEsyW3blWcxcuhLM0,Calm,Mitwa,0 days 00:06:22.973000,0.295,0.63,0.63,1.26e-05,0.0934,-7.525,0.0364,107.103,0.517,4.0
61ZSs7yxiY93XMJ33h4mWK,Perfecta paz,Che Milk,Perfecta paz,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bbcf32bddf5381807a4c4726', 'width': 640}",2022-02-01,https://p.scdn.co/mp3-preview/eb748ef7eda45d267aee306ac45529ec519a90de?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/61ZSs7yxiY93XMJ33h4mWK,Calm,Perfecta paz,0 days 00:02:59.935000,0.978,0.173,0.0137,0.916,0.125,-34.065,0.034,140.979,0.0557,3.0
0A3qYD4HtfUkL4mMytek2m,Saving Daylight (Revisited),Lake Isabel,Saving Daylight (Revisited),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27330c873141f697fd681d665f9', 'width': 640}",2021-05-14,https://p.scdn.co/mp3-preview/52ecdd63d9191cb6ed16465c804b2a15c26eb318?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0A3qYD4HtfUkL4mMytek2m,Calm,Saving Daylight (Revisited),0 days 00:02:58,0.996,0.448,0.0366,0.9,0.11,-27.615,0.0405,108.067,0.296,5.0
0WlrMzNOlzqiMXvkTNaefs,Imagery Noir,Keiko Ishida,Imagery Noir,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a5fdb7bbb5dbf1c962730033', 'width': 640}",2021-10-08,https://p.scdn.co/mp3-preview/e9513daeb60b5923fab6fce6aab36b11c348185a?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0WlrMzNOlzqiMXvkTNaefs,Calm,Imagery Noir,0 days 00:02:39.446000,0.995,0.398,0.0836,0.892,0.0969,-25.478,0.0397,108.119,0.187,3.0
2MdnNxK70QIHwW999cttyQ,Airborne,Maria Novotna,Airborne,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732df4dc72cc97db002405e32b', 'width': 640}",2021-01-01,https://p.scdn.co/mp3-preview/6bbbb9912f3e3d15c54cf59f904f21ef8fd14690?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2MdnNxK70QIHwW999cttyQ,Calm,Airborne,0 days 00:02:41.644000,0.995,0.347,0.0239,0.895,0.11,-29.286,0.0371,83.96,0.154,3.0
3Ww34yWUihAKJOjt8wvpRc,Meditation: I. Promise,"['Karen LeFrak', 'Jacques van Tuinen']","Karen LeFrak: Interlude, Vol. 3 – Gratitude","{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27337db1c336c4630d9d1fd0ba2', 'width': 640}",2021-09-10,https://p.scdn.co/mp3-preview/090e186e119e233ae3d7409aa1c00eebe882e857?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3Ww34yWUihAKJOjt8wvpRc,Calm,Meditation: I. Promise,0 days 00:02:00.459000,0.995,0.412,0.0293,0.961,0.0999,-30.734,0.0513,102.257,0.5,4.0
2xlV2CuWgpPyE9e0GquKDN,Someone To Stay,Vancouver Sleep Clinic,Revival,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273dabc6fe9dd3454884cf65071', 'width': 640}",2017-04-07,https://p.scdn.co/mp3-preview/2945f20800d0a1d878dca0c485cd31cc44241eff?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2xlV2CuWgpPyE9e0GquKDN,Calm,Someone To Stay,0 days 00:04:14.013000,0.588,0.436,0.473,4.35e-05,0.103,-7.24,0.0307,108.906,0.242,4.0
2qCzkyUdNWxGY0lQh0jp8F,River Running Free,Miriam Raye,River Running Free,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730320cec6437530ed2897c80f', 'width': 640}",2021-11-19,https://p.scdn.co/mp3-preview/7f667f6015be0a47bb680c46a9335f4e68ff195a?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2qCzkyUdNWxGY0lQh0jp8F,Calm,River Running Free,0 days 00:02:16,0.991,0.266,0.0661,0.919,0.0993,-30.81,0.049,191.598,0.516,3.0
