id,track_name,artist_name,album_name,album_cover,release_date,preview_link,spotify_link,playlist_mood,name,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,timeSignature
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"['Shakira', 'Wyclef Jean']","Oral Fixation, Vol. 2 (Expanded Edition)","{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27327ddd747545c0d0cfe7595fa', 'width': 640}",2005-11-28,https://p.scdn.co/mp3-preview/5e6f328ae98e7665cb40b4580773ea0107c5631f?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,Excited,Hips Don't Lie (feat. Wyclef Jean),0 days 00:03:38.093000,0.284,0.778,0.824,0.0,0.405,-5.892,0.0707,100.024,0.758,4.0
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,Rihanna,Music Of The Sun,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b21609e1a2d7c1b7ba8efae2', 'width': 640}",2005-08-29,,https://open.spotify.com/track/4TsmezEQVSZNNPv5RJ65Ov,Excited,Pon de Replay,0 days 00:04:06.960000,0.000155,0.779,0.64,0.00077,0.101,-8.415,0.159,99.019,0.498,4.0
5qTvkDrSfvwDv6RBjjcfQr,Get Busy,Sean Paul,Dutty Rock,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273df82ce803b2a84ce68e66e6d', 'width': 640}",2002-11-12,https://p.scdn.co/mp3-preview/9a9eab3831dd47a764608402f422a58d63475711?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5qTvkDrSfvwDv6RBjjcfQr,Excited,Get Busy,0 days 00:03:31.666000,0.615,0.735,0.824,0.0,0.158,-4.143,0.036,100.202,0.726,4.0
1hRFVIy9As8OVRk8B7CrD5,When Love Takes Over (feat. Kelly Rowland),David Guetta,One More Love,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f45c50e7cff5f2376c1e36ea', 'width': 640}",2010-11-22,https://p.scdn.co/mp3-preview/bc62fd5158629dda5abbd1ffe2b504dc0a9c70ab?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/1hRFVIy9As8OVRk8B7CrD5,Excited,When Love Takes Over (feat. Kelly Rowland),0 days 00:03:11,0.0165,0.675,0.862,0.000427,0.169,-4.614,0.0253,129.967,0.498,4.0
1dzQoRqT5ucxXVaAhTcT0J,Just Dance,"['Lady Gaga', ""Colby O'Donis""]",The Fame,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e691217483df8798445c82e2', 'width': 640}",2008-01-01,,https://open.spotify.com/track/1dzQoRqT5ucxXVaAhTcT0J,Excited,Just Dance,0 days 00:04:01.933000,0.0264,0.822,0.739,4.26e-05,0.181,-4.541,0.0311,118.992,0.745,4.0
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),"['Usher', 'Lil Jon', 'Ludacris']",Confessions (Expanded Edition),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273365b3fb800c19f7ff72602da', 'width': 640}",2004-03-23,https://p.scdn.co/mp3-preview/775632d9867341c779b7238f1718f9abd1773061?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX,Excited,Yeah! (feat. Lil Jon & Ludacris),0 days 00:04:10.373000,0.0183,0.894,0.791,0.0,0.0388,-4.699,0.112,105.018,0.583,4.0
2bLqfJjuC5syrsgDsZfGmn,The Way I Are,"['Timbaland', 'Keri Hilson', 'D.O.E.']",Shock Value,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734ed674ab91bdc566534f9285', 'width': 640}",2007-01-01,,https://open.spotify.com/track/2bLqfJjuC5syrsgDsZfGmn,Excited,The Way I Are,0 days 00:02:59.120000,0.181,0.731,0.807,0.751,0.319,-6.492,0.1,114.759,0.765,4.0
0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,Katy Perry,One Of The Boys,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733f97d4244eff5852477d9ee0', 'width': 640}",2008-06-17,,https://open.spotify.com/track/0iGckQFyv6svOfAbAY9aWJ,Excited,Hot N Cold,0 days 00:03:40.227000,7.95e-05,0.706,0.841,0.0,0.0688,-3.956,0.0418,132.032,0.861,4.0
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,In The Zone,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4', 'width': 640}",2003-11-13,https://p.scdn.co/mp3-preview/7e3699a5a8b20b5847234627839a1c68bfaf5fb4?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,Excited,Toxic,0 days 00:03:18.800000,0.0249,0.774,0.838,0.025,0.242,-3.914,0.114,143.04,0.924,4.0
5aEqcblO0Z6JloFJXtxyhe,Everytime We Touch,Cascada,Platinum,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27378c11c1af300d7dc95191066', 'width': 640}",2006,https://p.scdn.co/mp3-preview/7a34e01fad57b4862f4799afb46f3a1efb0fcaff?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5aEqcblO0Z6JloFJXtxyhe,Excited,Everytime We Touch,0 days 00:03:17.124000,0.00281,0.633,0.976,1.29e-05,0.382,-5.362,0.0519,142.027,0.493,4.0
2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f9f27162ab1ed45b8d7a7e98', 'width': 640}",2008-06-02,,https://open.spotify.com/track/2VOomzT6VavJOGBeySqaMc,Excited,Disturbia,0 days 00:03:58.627000,0.0863,0.707,0.813,0.0,0.168,-4.515,0.0571,124.921,0.722,4.0
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,Animal (Expanded Edition),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c', 'width': 640}",2010-01-01,https://p.scdn.co/mp3-preview/61ea5def239730cb0e68ac44f114239369a31a84?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0HPD5WQqrq7wPWR7P7Dw1i,Excited,TiK ToK,0 days 00:03:19.693000,0.0991,0.755,0.837,0.0,0.289,-2.718,0.142,120.028,0.714,4.0
3GpbwCm3YxiWDvy29Uo3vP,Right Round,Flo Rida,R.O.O.T.S. (Route of Overcoming the Struggle),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27318aa5d7e6d484b832cd5d03f', 'width': 640}",2009-03-30,https://p.scdn.co/mp3-preview/e68dff502227dcfb21b0a79bfc17425ac0ce5273?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3GpbwCm3YxiWDvy29Uo3vP,Excited,Right Round,0 days 00:03:24.640000,0.009,0.72,0.672,0.0,0.232,-6.852,0.0551,124.986,0.705,4.0
127uq83uGFapbddqiMUKky,Sexy Bitch (feat. Akon),"['David Guetta', 'Akon']",One More Love,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f45c50e7cff5f2376c1e36ea', 'width': 640}",2010-11-22,https://p.scdn.co/mp3-preview/60f8ce3b52a7caed480f2b09cbfaa555d902dfcf?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/127uq83uGFapbddqiMUKky,Excited,Sexy Bitch (feat. Akon),0 days 00:03:15.853000,0.0771,0.813,0.627,0.000616,0.131,-5.018,0.0486,130.011,0.801,4.0
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),"['Beyoncé', 'JAY-Z']",Dangerously In Love,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27345680a4a57c97894490a01c1', 'width': 640}",2003-06-24,https://p.scdn.co/mp3-preview/89df4a520247a8f35f19ad2ba565a7f086c8c07d?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr,Excited,Crazy In Love (feat. Jay-Z),0 days 00:03:56.133000,0.00249,0.646,0.77,0.0,0.0715,-6.596,0.226,99.165,0.681,4.0
2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",Shakira,Laundry Service,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731f400a1f4d821b00824cf58f', 'width': 640}",2001-11-13,https://p.scdn.co/mp3-preview/a19675c31730744dc816dbf4e5ded615be1d740d?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2lnzGkdtDj5mtlcOW2yRtG,Excited,"Whenever, Wherever",0 days 00:03:16.160000,0.237,0.794,0.832,1.14e-05,0.203,-4.862,0.0407,107.657,0.871,4.0
5TmFTHZp7HjBXjjsFvCY6h,Destination Calabria - Radio Edit,"['Alex Gaudino', 'Crystal Waters']",Destination Calabria,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739ddec2a9c771fcd96ca3fe1d', 'width': 640}",2007-02-19,https://p.scdn.co/mp3-preview/ac67101e3083527135041e40360f3f01e2344677?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5TmFTHZp7HjBXjjsFvCY6h,Excited,Destination Calabria - Radio Edit,0 days 00:03:43.112000,0.0015,0.627,0.954,0.000814,0.292,-4.804,0.0425,128.016,0.312,4.0
6jEZLz3YpnEBRpVkv35AmP,Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737f68406bafad6162f6acdf8a', 'width': 640}",2004-07-13,,https://open.spotify.com/track/6jEZLz3YpnEBRpVkv35AmP,Excited,Gasolina,0 days 00:03:12.600000,0.332,0.857,0.801,1.2e-06,0.0789,-6.499,0.0618,96.009,0.753,4.0
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,Speakerboxxx/The Love Below,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736a6387ab37f64034cdc7b367', 'width': 640}",2003,https://p.scdn.co/mp3-preview/3196afed0e89dcef43923ede55e0587d5542c9ab?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM,Excited,Hey Ya!,0 days 00:03:55.213000,0.103,0.727,0.974,0.000532,0.174,-2.261,0.0664,79.526,0.965,4.0
7GbqE3MlkKosIaCvf50JRK,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack","['Christina Aguilera', ""Lil' Kim"", 'Mýa', 'P!nk']",Moulin Rouge,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e6e0891de00a924b0f186d0c', 'width': 640}",2001-09-03,,https://open.spotify.com/track/7GbqE3MlkKosIaCvf50JRK,Excited,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",0 days 00:04:24.893000,0.0144,0.76,0.801,1.49e-05,0.665,-3.769,0.0534,109.919,0.653,4.0
0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,The Trinity,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27369ba684e533706bafe248ef3', 'width': 640}",2005-09-26,https://p.scdn.co/mp3-preview/83b1e8dd76d41d071e6f9e780ec45607d0ebea94?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0k2GOhqsrxDTAbFFSdNJjT,Excited,Temperature,0 days 00:03:38.573000,0.106,0.951,0.6,0.0,0.0712,-4.675,0.0685,125.04,0.822,4.0
04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nelly,Nellyville,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a8b9f97b9ea065b9a857e93f', 'width': 640}",2002-06-25,,https://open.spotify.com/track/04KTF78FFg8sOHC1BADqbY,Excited,Hot In Herre,0 days 00:03:48.240000,0.206,0.956,0.745,0.0,0.0615,-4.753,0.12,107.075,0.912,4.0
7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent,Get Rich Or Die Tryin',"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d843fabb75fef14010e30cae', 'width': 640}",2003-02-06,,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC,Excited,In Da Club,0 days 00:03:13.467000,0.255,0.899,0.713,0.0,0.0708,-2.752,0.366,90.051,0.777,4.0
0BBOLOV5JntPL3341swIre,Turn Me On,Kevin Lyttle,Kevin Lyttle (US Domestic Release),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27373b8d34fa1ece5bb3cbf6bfb', 'width': 640}",2004-03-30,https://p.scdn.co/mp3-preview/6a4944215090dfda1fd38979ad459ec2612d8fff?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0BBOLOV5JntPL3341swIre,Excited,Turn Me On,0 days 00:03:12.107000,0.0405,0.677,0.682,0.0,0.0351,-6.879,0.0361,106.279,0.875,4.0
3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,Mary J. Blige,No More Drama,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273096a7fc9668305db9d3175fc', 'width': 640}",2001-01-01,,https://open.spotify.com/track/3aw9iWUQ3VrPQltgwvN9Xu,Excited,Family Affair,0 days 00:04:25.867000,0.132,0.911,0.551,4.12e-05,0.0863,-3.75,0.0449,92.887,0.969,4.0
4wH4dJgrsxONID6KS2tDQM,Maneater,Nelly Furtado,Loose,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a6f439c8957170652f9410e2', 'width': 640}",2006-01-01,,https://open.spotify.com/track/4wH4dJgrsxONID6KS2tDQM,Excited,Maneater,0 days 00:04:18.893000,0.0261,0.796,0.777,0.000358,0.121,-4.81,0.0397,132.722,0.787,4.0
30cSNer6TV8x2utjULVeQ5,SOS,Rihanna,A Girl Like Me,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d744a51e193d52170070062b', 'width': 640}",2006-04-10,,https://open.spotify.com/track/30cSNer6TV8x2utjULVeQ5,Excited,SOS,0 days 00:03:58.920000,0.004,0.677,0.671,5.07e-05,0.413,-4.905,0.0361,137.046,0.527,4.0
7jOuIhMrkiKj7bvYhRqaym,Low (feat. T-Pain),"['Flo Rida', 'T-Pain']",Low (feat. T-Pain),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27371cf8426c4adcf1fa036ea68', 'width': 640}",2008-03-01,https://p.scdn.co/mp3-preview/17cc748f4a7cb55d3e3cef10784d406d0679438a?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7jOuIhMrkiKj7bvYhRqaym,Excited,Low (feat. T-Pain),0 days 00:03:50,0.0624,0.87,0.693,0.0,0.153,-4.571,0.0593,128.029,0.37,4.0
6ic8OlLUNEATToEFU3xmaH,Gimme More,Britney Spears,Blackout,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ca10fae7d292c52f7e8b11ca', 'width': 640}",2007-10-25,https://p.scdn.co/mp3-preview/759be80fb1378fd49f6c7ad48c3513c05c53a7d7?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/6ic8OlLUNEATToEFU3xmaH,Excited,Gimme More,0 days 00:04:11.240000,0.25,0.788,0.844,0.000678,0.0723,-3.131,0.0334,113.324,0.382,4.0
14iN3o8ptQ8cFVZTEmyQRV,I Kissed A Girl,Katy Perry,One Of The Boys,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733f97d4244eff5852477d9ee0', 'width': 640}",2008-06-17,,https://open.spotify.com/track/14iN3o8ptQ8cFVZTEmyQRV,Excited,I Kissed A Girl,0 days 00:02:59.640000,0.00223,0.699,0.76,0.0,0.132,-3.173,0.0677,129.996,0.696,4.0
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,Lady Gaga,The Fame,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e691217483df8798445c82e2', 'width': 640}",2008-01-01,,https://open.spotify.com/track/1QV6tiMFM6fSOKOGLMHYYg,Excited,Poker Face,0 days 00:03:57.200000,0.118,0.851,0.806,1.64e-06,0.121,-4.62,0.0787,118.999,0.787,4.0
4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730bd44f5ff9ecc99f7770acc5', 'width': 640}",2009-01-01,,https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR,Excited,I Gotta Feeling,0 days 00:04:49.133000,0.0873,0.743,0.766,0.0,0.509,-6.375,0.0265,127.96,0.61,4.0
32yIEFS62uS5ryhr2Xlooj,Hotel Room Service,Pitbull,Hotel Room Service,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d41866c3d31cbb1e7e8d6af0', 'width': 640}",2009-06-11,https://p.scdn.co/mp3-preview/1c1ed802d84aa5dc75e9a11f3b51d95fa3389fd3?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/32yIEFS62uS5ryhr2Xlooj,Excited,Hotel Room Service,0 days 00:03:58.507000,0.00301,0.849,0.599,0.000249,0.0763,-8.164,0.227,126.003,0.761,4.0
0BxfFnk0YzONqvmrkO0QrB,Don't Cha,"['The Pussycat Dolls', 'Busta Rhymes']",PCD,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735d9edaa7b844f929a5b2973e', 'width': 640}",2005-01-01,,https://open.spotify.com/track/0BxfFnk0YzONqvmrkO0QrB,Excited,Don't Cha,0 days 00:04:32.080000,0.00542,0.875,0.631,2.54e-06,0.127,-3.475,0.099,120.003,0.549,4.0
5R9a4t5t5O0IsznsrKPVro,Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273801c4d205accdba0a468a10b', 'width': 640}",2008-11-17,https://p.scdn.co/mp3-preview/aae735920781f8859e57e8032c7ccb3c09a47f3e?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5R9a4t5t5O0IsznsrKPVro,Excited,Single Ladies (Put a Ring on It),0 days 00:03:13.213000,0.0383,0.426,0.584,0.0,0.188,-5.293,0.296,193.437,0.272,4.0
0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),"['Justin Timberlake', 'Timbaland']",FutureSex/LoveSounds,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c6ba98fd3f3b396a6c6f7091', 'width': 640}",2006-09-12,https://p.scdn.co/mp3-preview/3af350f8ed4f9c7ba17773cb79a9b5804846838e?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,Excited,SexyBack (feat. Timbaland),0 days 00:04:02.733000,0.0584,0.967,0.583,0.0,0.0519,-5.562,0.0789,117.0,0.964,4.0
49FYlytm3dAAraYgpoJZux,Umbrella,"['Rihanna', 'JAY-Z']",Good Girl Gone Bad: Reloaded,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f9f27162ab1ed45b8d7a7e98', 'width': 640}",2008-06-02,,https://open.spotify.com/track/49FYlytm3dAAraYgpoJZux,Excited,Umbrella,0 days 00:04:35.987000,0.00864,0.583,0.829,0.0,0.0426,-4.603,0.134,174.028,0.575,4.0
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732aa20611c7fb964a74ab01a6', 'width': 640}",2000-05-16,https://p.scdn.co/mp3-preview/52bb73e57b05641dd4ce1f444c135a1b5f145b66?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ,Excited,Oops!...I Did It Again,0 days 00:03:31.160000,0.3,0.751,0.834,1.77e-05,0.355,-5.444,0.0437,95.053,0.894,4.0
0jDWRUbxSn8zQlwFbeLHwo,Evacuate The Dancefloor,Cascada,Evacuate The Dancefloor,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a1609ddc99678b2f3657d3ec', 'width': 640}",2009-01-01,,https://open.spotify.com/track/0jDWRUbxSn8zQlwFbeLHwo,Excited,Evacuate The Dancefloor,0 days 00:03:27.200000,0.0167,0.762,0.702,0.0,0.314,-5.87,0.0432,127.029,0.898,4.0
7LqjznQwfrax7MjQXmxqdQ,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"['Jennifer Lopez', 'Jadakiss', 'Styles P']",This Is Me...Then,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a1bf4c1efc808162ac95090f', 'width': 640}",2002,https://p.scdn.co/mp3-preview/34bd8a25ab103eb01b2ef9a0e650542378359651?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7LqjznQwfrax7MjQXmxqdQ,Excited,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,0 days 00:03:07.840000,0.00733,0.845,0.768,5.04e-06,0.0575,-5.448,0.188,100.0,0.96,4.0
4x3XzqDLZbRF7Ap6MIaJ9a,Bad Romance,Lady Gaga,The Fame Monster (International Deluxe),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27394f32e15943c2a479f565f8c', 'width': 640}",2009-11-18,,https://open.spotify.com/track/4x3XzqDLZbRF7Ap6MIaJ9a,Excited,Bad Romance,0 days 00:04:54.467000,0.0034,0.693,0.924,4.4e-05,0.0926,-3.711,0.0392,118.983,0.715,4.0
1oHClQEgDmmbcEx12Kc5nZ,4 Minutes (feat. Justin Timberlake & Timbaland),"['Madonna', 'Justin Timberlake', 'Timbaland']",Celebration (double disc version),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738f9f218b386e6aeb27184307', 'width': 640}",2009-09-18,https://p.scdn.co/mp3-preview/9604d99ca8b7fbfb98e9eef90410044884626bee?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/1oHClQEgDmmbcEx12Kc5nZ,Excited,4 Minutes (feat. Justin Timberlake & Timbaland),0 days 00:03:09.693000,0.00994,0.753,0.931,0.00696,0.234,-4.922,0.0652,113.029,0.767,4.0
4NOZ35Dhucr6UlVyLOtktd,Dangerous,"['Kardinal Offishall', 'Akon']",Not 4 Sale,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273cedc24abc2e757d13b386d1e', 'width': 640}",2008-01-01,,https://open.spotify.com/track/4NOZ35Dhucr6UlVyLOtktd,Excited,Dangerous,0 days 00:04:06.053000,0.00437,0.949,0.79,0.0,0.0816,-5.957,0.0756,117.002,0.807,4.0
0Qn0i8df7Q76ej3RAXAtI2,Rock This Party - Everybody Dance Now,"['Bob Sinclar', 'Cutee B.', 'DollarMan', 'Big Ali', 'Makedah']",Rock This Party (Everybody Dance Now),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730276d3ff34388d8787b591cf', 'width': 640}",2006-08-22,https://p.scdn.co/mp3-preview/726c9f1f2f56dd34989113d1472f85d86a8360df?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0Qn0i8df7Q76ej3RAXAtI2,Excited,Rock This Party - Everybody Dance Now,0 days 00:04:05.467000,0.0714,0.893,0.823,0.0,0.0509,-3.708,0.122,128.009,0.902,4.0
6a8GbQIlV8HBUW3c6Uk9PH,I Know You Want Me (Calle Ocho),Pitbull,Pitbull Starring In Rebelution,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27326d73ab8423a350faa5d395a', 'width': 640}",2009-10-23,https://p.scdn.co/mp3-preview/4b91e3d51285f83e4bb9cd74c595c92a4c503cfb?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/6a8GbQIlV8HBUW3c6Uk9PH,Excited,I Know You Want Me (Calle Ocho),0 days 00:03:57.120000,0.0142,0.825,0.743,2.12e-05,0.237,-5.995,0.149,127.045,0.8,4.0
4fixebDZAVToLbUCuEloa2,Womanizer,Britney Spears,Circus (Deluxe Version),"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27354c6edd554935d73e159e199', 'width': 640}",2008-12-02,https://p.scdn.co/mp3-preview/a20a3aa314b7c8c75e0d10b458b623801c7befb9?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/4fixebDZAVToLbUCuEloa2,Excited,Womanizer,0 days 00:03:44.400000,0.073,0.724,0.695,0.0,0.0889,-5.226,0.0622,139.0,0.235,4.0
4N0tDOF2bo9JEpSqLNlpjq,Glamorous,"['Fergie', 'Ludacris']",The Dutchess,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27310591d448ff910d4275893a6', 'width': 640}",2006-09-13,,https://open.spotify.com/track/4N0tDOF2bo9JEpSqLNlpjq,Excited,Glamorous,0 days 00:04:06.600000,0.298,0.811,0.757,0.0,0.103,-6.447,0.23,130.993,0.565,4.0
1AWQoqb9bSvzTjaLralEkT,Rock Your Body,Justin Timberlake,Justified,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273346a5742374ab4cf9ed32dee', 'width': 640}",2002-11-04,https://p.scdn.co/mp3-preview/b8107de56aa80cecd7801cd6fca284bebfc5113b?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/1AWQoqb9bSvzTjaLralEkT,Excited,Rock Your Body,0 days 00:04:27.267000,0.201,0.892,0.714,0.000234,0.0521,-6.055,0.141,100.972,0.817,4.0
2Mpj1Ul5OFPyyP4wB62Rvi,Survivor,Destiny's Child,Survivor,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273163cdae7f1e2c82786a84e3e', 'width': 640}",2001-05-01,https://p.scdn.co/mp3-preview/68d7c54827a2b21760e772dd648f832b1ea38beb?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi,Excited,Survivor,0 days 00:04:14.027000,0.0559,0.514,0.911,0.0,0.775,-2.027,0.41,161.109,0.619,4.0
3850dYVgOFIXJh5U4BFEWH,Hung Up,Madonna,Confessions on a Dance Floor,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273efcbc3f42da96cea7583bb6f', 'width': 640}",2005-11-11,https://p.scdn.co/mp3-preview/e75e47a5738a5f816c476ddebae9197fca22a975?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3850dYVgOFIXJh5U4BFEWH,Excited,Hung Up,0 days 00:05:37.733000,0.0039,0.649,0.647,0.161,0.0686,-7.695,0.0452,125.02,0.405,4.0
3oobWqIgYrSRg18uqRuPIF,Superstar,Jamelia,Thank You,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733c0f5882f5ad3bc6fa4e2b8d', 'width': 640}",2003-06-30,https://p.scdn.co/mp3-preview/5f750cc76b0340648a31cf859dc836909a919e3b?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3oobWqIgYrSRg18uqRuPIF,Excited,Superstar,0 days 00:03:35.480000,0.0457,0.801,0.645,0.0,0.0357,-6.93,0.0356,110.01,0.824,4.0
