id,genre,track_name,artist_name,album_name,album_cover,release_date,preview_link,spotify_link,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist_mood
56n8IKs5nYRg3UQp0eMPeU,classical,"In the Beginning,There Was Nothing",Clint Mansell,Noah [Music from the Motion Picture],https://i.scdn.co/image/ab67616d0000b273b93de7ea70e8b2814167ea97,2014-03-25,https://p.scdn.co/mp3-preview/10325293aa623d3768ac05021909562a49db51c9?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/56n8IKs5nYRg3UQp0eMPeU,0.411,0.087,0.309,0.697,0.101,-10.391,0.0337,167.071,0.0398,Sad
1mBCmEfsVz5Wm77dJcxcYH,classical,"Capriccio Espagnol, Op. 34: I. Alborada","Nikolai Rimsky-Korsakov,Gothenburg Symphony Orchestra,Neeme Järvi","Rimsky-Korsakov: Scheherazade, Op. 35; Capriccio espagnol, Op. 34",https://i.scdn.co/image/ab67616d0000b273c28f532b1c8e4288b253a636,2000-01-01,,https://open.spotify.com/track/1mBCmEfsVz5Wm77dJcxcYH,0.489,0.29,0.284,5.53e-05,0.107,-14.709,0.0492,137.086,0.148,Sad
6WrYo7lq23vWCwMCdE7yDR,classical,"Violin Concerto No.2 in E, BWV 1042: 1. Allegro","Johann Sebastian Bach,Anne-Sophie Mutter,TrondheimSolistene","In tempus praesens - Bach, J.S.: Violin Concertos BWV1041 & BWV1042; Gubaidulina: Violin Concerto In tempus praesens",https://i.scdn.co/image/ab67616d0000b27321d6bf90fce823d8f1e0f28e,2008-09-19,,https://open.spotify.com/track/6WrYo7lq23vWCwMCdE7yDR,0.923,0.569,0.157,0.0822,0.117,-22.102,0.0555,95.407,0.619,Sad
4sS6WUtvjFWLui3Jj8C6zl,classical,Indiana Jones and the Temple of Doom - Raiders of the Lost Ark,"John Williams,London Symphony Orchestra,Roy Budd","Williams: Film Classics, Vol. 1",https://i.scdn.co/image/ab67616d0000b2733610401ba4e2225bb604eda1,2014-07-01,,https://open.spotify.com/track/4sS6WUtvjFWLui3Jj8C6zl,0.726,0.255,0.246,0.461,0.272,-16.106,0.0388,62.68,0.303,Sad
6NUDX9BO3aj5iE4a0FZl7X,classical,"Wagner: Die Walküre, WWV 86B, Act 3: Walkürenritt (Concert Version. Lebhaft)","Richard Wagner,Klaus Tennstedt,Berliner Philharmoniker",Wagner: Opera Orchestral Music,https://i.scdn.co/image/ab67616d0000b27366af9bbe84c0152991692ca1,1995,https://p.scdn.co/mp3-preview/29d8a4ab3c1db99a64067e44c88668d885bef386?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/6NUDX9BO3aj5iE4a0FZl7X,0.869,0.214,0.343,0.644,0.154,-14.629,0.0364,94.913,0.142,Sad
2CACso0N7JssbeKSdN4Drl,classical,"Rigoletto / Act 3: ""La donna è mobile""","Giuseppe Verdi,Luciano Pavarotti,London Symphony Orchestra,Richard Bonynge",Pavarotti The 50 Greatest Tracks,https://i.scdn.co/image/ab67616d0000b273bf2112537766e4d96c92ec65,2013-01-01,,https://open.spotify.com/track/2CACso0N7JssbeKSdN4Drl,0.962,0.375,0.208,4.72e-06,0.0856,-12.955,0.0341,67.714,0.379,Sad
0GSU6yLOJqO10ziQuBLWOE,club,One Day (Vandaag) - Radio Edit,Bakermat,One Day (Vandaag) [Radio Edit],https://i.scdn.co/image/ab67616d0000b273c136203bd19a1412c4d84278,2014-03-14,https://p.scdn.co/mp3-preview/c16c43c9fec7c1338946f992b800f574c748b281?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0GSU6yLOJqO10ziQuBLWOE,0.716,0.656,0.594,0.0802,0.376,-6.043,0.0307,127.992,0.57,Sad
1gpF8IwQQj8qOeVjHfIIDU,club,Find You,"Zedd,Matthew Koma,Miriam Bryant",Divergent: Original Motion Picture Soundtrack,https://i.scdn.co/image/ab67616d0000b27313c813c97d3bdf1ecb360853,2014-01-01,,https://open.spotify.com/track/1gpF8IwQQj8qOeVjHfIIDU,0.0267,0.537,0.759,0.0,0.0947,-5.622,0.0444,127.973,0.377,Sad
3DDxYAT7Nuj0tfkHICWYi3,club,Crying for No Reason,Katy B,Crying for No Reason,https://i.scdn.co/image/ab67616d0000b2730402428e85cb68e1962ed515,2014-01-26,https://p.scdn.co/mp3-preview/f54e3ad0e89356c6c9a93f58417b06fd73709547?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3DDxYAT7Nuj0tfkHICWYi3,0.393,0.664,0.712,0.000519,0.0789,-4.847,0.0343,111.976,0.221,Sad
3jK0R1je00fp52SiKxEOKK,comedy,Cuddling,Brian Posehn,Fart and Wiener Jokes,https://i.scdn.co/image/ab67616d0000b27360ee6964231d76334d31bf9f,2010-04-27,https://p.scdn.co/mp3-preview/a4f3b2b330423ca3a2a5f1c4667222d3c44a2c59?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3jK0R1je00fp52SiKxEOKK,0.898,0.601,0.619,0.0,0.845,-11.288,0.945,139.966,0.41,Sad
