id,genre,track_name,artist_name,album_name,album_cover,release_date,preview_link,spotify_link,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist_mood
51ou2uIAEKVKAGyvBiQLj4,work-out,R U Crazy - Jason Julian Remix,"Conor Maynard,Julian Jason Martin Kakaire-Gidudu",Fitness Beats (The Running Mix 2014),https://i.scdn.co/image/ab67616d0000b273f291e6c555033ef4cf6d7219,2013-12-23,,https://open.spotify.com/track/51ou2uIAEKVKAGyvBiQLj4,0.00295,0.728,0.784,0.264,0.105,-7.76,0.0499,121.975,0.376,Excited
0zkiQH567SDLqfWNBaU3hv,work-out,#SELFIE,The Chainsmokers,#SELFIE,https://i.scdn.co/image/ab67616d0000b2732a0330f83b1c7f133119514a,2014-01-01,,https://open.spotify.com/track/0zkiQH567SDLqfWNBaU3hv,0.0136,0.808,0.915,9.03e-06,0.0788,-3.277,0.233,127.984,0.647,Excited
792NyTUEYZD6jPAARVD9s9,work-out,We Run The Night,"Havana Brown,Pitbull",We Run The Night,https://i.scdn.co/image/ab67616d0000b273e7d995e3eeb414183243737c,2011-01-01,,https://open.spotify.com/track/792NyTUEYZD6jPAARVD9s9,0.00768,0.687,0.866,0.0,0.37,-4.346,0.16,127.001,0.682,Excited
7fmpKF0rLGPnP7kcQ5ZMm7,work-out,"Back in Time - featured in ""Men In Black 3""",Pitbull,Global Warming,https://i.scdn.co/image/ab67616d0000b2732c5b24ecfa39523a75c993c4,2012-11-16,https://p.scdn.co/mp3-preview/2543bdfa636268244bc60842ca8eaa317d90bc09?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7fmpKF0rLGPnP7kcQ5ZMm7,0.00211,0.727,0.91,1.01e-06,0.165,-4.516,0.0466,127.088,0.747,Excited
0utR47mwVxzobWJqPIgEl2,work-out,Fade Into Darkness - Vocal Radio Mix,Avicii,Fade Into Darkness,https://i.scdn.co/image/ab67616d0000b27315283a3750689e02c191f138,2011-01-01,,https://open.spotify.com/track/0utR47mwVxzobWJqPIgEl2,0.00786,0.556,0.885,1.95e-06,0.138,-4.045,0.0321,125.997,0.771,Excited
7i52EZiZpUoLnAEcfwZcAL,work-out,Skydive (feat. Maiday) - Radio Edit,"Chuckie,Maiday",Skydive (feat. Maiday),https://i.scdn.co/image/ab67616d0000b273df02aa16b4946c73bb07a4e4,2013-11-22,https://p.scdn.co/mp3-preview/2580397159f82fc6f28254887e6b24b571aaa8d2?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/7i52EZiZpUoLnAEcfwZcAL,0.000166,0.684,0.741,0.000208,0.13,-3.764,0.033,127.931,0.96,Excited
4W9KBjqf2lyUF6MdX0vsJm,work-out,Get Up (Rattle) - Vocal Edit,"Bingo Players,Far East Movement",Get Up (Rattle),https://i.scdn.co/image/ab67616d0000b27368700d1806f04220b7705b66,2013-01-14,,https://open.spotify.com/track/4W9KBjqf2lyUF6MdX0vsJm,0.0205,0.801,0.985,6.86e-06,0.296,-2.69,0.0645,127.99,0.722,Excited
3SwlakM6VX47IwG0Wll5ek,work-out,Promiscuous,"Nelly Furtado,Timbaland",The Best of Nelly Furtado (Deluxe),https://i.scdn.co/image/ab67616d0000b2732ff3861eb97438ed07d7e39a,2010-01-01,,https://open.spotify.com/track/3SwlakM6VX47IwG0Wll5ek,0.0536,0.807,0.97,6.6e-05,0.149,-6.056,0.0477,114.297,0.876,Excited
3Jv1XgMPVjdN5xGfnRJ20s,work-out,Pop That,"French Montana,Rick Ross,Drake,Lil Wayne",Excuse My French,https://i.scdn.co/image/ab67616d0000b27345d4d15e4b79fc714df2598b,2013-01-01,,https://open.spotify.com/track/3Jv1XgMPVjdN5xGfnRJ20s,0.0648,0.734,0.892,0.0,0.58,-1.856,0.125,138.031,0.605,Excited
5A6OHHy73AR5tLxgTc98zz,work-out,Black and Yellow,Wiz Khalifa,Rolling Papers,https://i.scdn.co/image/ab67616d0000b273fe3cf32b1320e8ded39d8c74,2011-03-29,https://p.scdn.co/mp3-preview/3decfce4478ccfe086bf10adeabf166e02457ce3?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/5A6OHHy73AR5tLxgTc98zz,0.0646,0.684,0.834,0.0,0.271,-4.524,0.0675,164.02,0.538,Excited
4PQA5I8Qf99He3SBKtl4Tf,work-out,Crank It Up (feat. Akon),"David Guetta,Akon",Nothing but the Beat (Ultimate Edition),https://i.scdn.co/image/ab67616d0000b2735c8cfe4b2c4aa89c9c92108e,2012-12-07,https://p.scdn.co/mp3-preview/14b1f7321f8150a8958ad847fea3f004cd66989b?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/4PQA5I8Qf99He3SBKtl4Tf,0.0119,0.725,0.879,3.5e-05,0.367,-3.336,0.0551,128.03,0.638,Excited
1EzaEQ1hUWj7NWphY5Allw,work-out,Mmm Yeah,"Austin Mahone,Pitbull",Mmm Yeah,https://i.scdn.co/image/ab67616d0000b2738cd71e02de9bab8cf9f0d7eb,2014-01-01,,https://open.spotify.com/track/1EzaEQ1hUWj7NWphY5Allw,0.00244,0.725,0.939,1.39e-06,0.285,-2.519,0.0416,126.019,0.977,Excited
0gpoeZamw0GIJllSNTzvIB,work-out,Undressed,Kim Cesarion,Undressed,https://i.scdn.co/image/ab67616d0000b27323b89371fc7d5be8f53690fb,2013-03-22,https://p.scdn.co/mp3-preview/5d101b50e19ebd1bc0447bfa5733fe5c57df98e7?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/0gpoeZamw0GIJllSNTzvIB,0.156,0.812,0.853,2.29e-06,0.309,-3.517,0.0316,119.942,0.646,Excited
3jagJCUbdqhDSPuxP8cAqF,work-out,Work It,Missy Elliott,Under Construction,https://i.scdn.co/image/ab67616d0000b27395d8583bba8f3cd794fa5bae,2002-11-11,https://p.scdn.co/mp3-preview/7143f9297d47a2665a4903857cda8646d36037a9?cid=025b3fc46b48490c9d2b54cbf1d12888,https://open.spotify.com/track/3jagJCUbdqhDSPuxP8cAqF,0.0778,0.884,0.677,0.0,0.0732,-5.603,0.283,101.868,0.584,Excited
4HQ9gXAtONKs8NCM0MFUTu,work-out,Turn Up The Love,"Far East Movement,Cover Drive",Dirty Bass (Spotify International Version),https://i.scdn.co/image/ab67616d0000b2737ebcf6afbf5e9a252767a7f7,2012-01-01,,https://open.spotify.com/track/4HQ9gXAtONKs8NCM0MFUTu,0.12,0.752,0.872,0.0,0.234,-4.186,0.117,123.888,0.677,Excited
